DATAFLOW,LAST UPDATE,freq,nace_r1,wstatus,worktime,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2004-Q1,39.3,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2004-Q2,39.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2004-Q3,40.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2004-Q4,38.3,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2005-Q1,38.5,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2005-Q2,38.5,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2005-Q3,39.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2005-Q4,38.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2006-Q1,38.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2006-Q2,37.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2006-Q3,39.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2006-Q4,38.0,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2007-Q1,38.3,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2007-Q2,37.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2007-Q3,39.0,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2007-Q4,37.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2008-Q1,37.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2008-Q2,37.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2008-Q3,38.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Austria,2008-Q4,37.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,1998-Q2,38.5,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,1999-Q1,37.3,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,1999-Q2,36.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,1999-Q3,37.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,1999-Q4,36.5,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2000-Q1,37.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2000-Q2,36.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2000-Q3,37.3,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2000-Q4,36.9,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2001-Q1,37.2,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2001-Q2,36.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2001-Q3,37.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2001-Q4,36.9,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2002-Q1,37.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2002-Q2,36.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2002-Q3,37.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2002-Q4,36.9,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2003-Q1,36.5,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2003-Q2,36.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2003-Q3,37.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2003-Q4,36.5,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2004-Q1,36.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2004-Q2,36.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2004-Q3,37.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2004-Q4,35.9,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2005-Q1,36.8,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2005-Q2,36.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2005-Q3,36.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2005-Q4,36.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2006-Q1,37.3,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2006-Q2,36.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2006-Q3,37.3,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2006-Q4,36.5,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2007-Q1,37.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2007-Q2,36.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2007-Q3,37.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2007-Q4,36.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2008-Q1,36.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2008-Q2,36.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2008-Q3,37.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Belgium,2008-Q4,36.5,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2000-Q1,40.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2000-Q2,40.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2000-Q3,36.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2000-Q4,40.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2001-Q1,40.8,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2001-Q2,41.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2001-Q3,41.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2001-Q4,41.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2002-Q1,40.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2002-Q2,41.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2002-Q3,41.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2002-Q4,40.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2003-Q1,40.5,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2003-Q2,40.0,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2003-Q3,41.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2003-Q4,40.9,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2004-Q1,40.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2004-Q2,40.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2004-Q3,40.9,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2004-Q4,40.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2005-Q1,40.5,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2005-Q2,40.3,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2005-Q3,40.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2005-Q4,41.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2006-Q1,40.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2006-Q2,40.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2006-Q3,41.3,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2006-Q4,41.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2007-Q1,40.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2007-Q2,40.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2007-Q3,41.5,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2007-Q4,41.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2008-Q1,40.7,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2008-Q2,41.0,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2008-Q3,41.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Bulgaria,2008-Q4,41.0,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,1998-Q2,37.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,1999-Q2,37.3,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,2000-Q2,37.5,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,2001-Q2,37.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,2002-Q2,37.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,2003-Q2,37.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,2004-Q2,37.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,2005-Q2,37.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,2006-Q2,37.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,2007-Q2,37.1,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Switzerland,2008-Q2,37.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,1999-Q2,39.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2000-Q2,39.3,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2001-Q2,38.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2002-Q2,38.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2003-Q2,38.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2004-Q2,38.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2004-Q3,41.2,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2004-Q4,39.8,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2005-Q1,38.5,b,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2005-Q2,39.0,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2005-Q3,40.7,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2005-Q4,39.6,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2006-Q1,39.0,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2006-Q2,38.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2006-Q3,40.4,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2006-Q4,39.5,,
ESTAT:LFSQ_EWHANA(1.0),14/02/23 23:00:00,Quarterly,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Cyprus,2007-Q1,38.8,,
