DATAFLOW,LAST UPDATE,freq,nace_r1,wstatus,worktime,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Norway,1995,34.4,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Norway,1996,34.9,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Norway,1997,35.7,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Poland,1997,42.2,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Portugal,1995,41.6,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Portugal,1996,40.8,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Portugal,1997,40.0,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Romania,1997,40.3,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Sweden,1995,34.0,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Sweden,1996,34.4,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Sweden,1997,36.3,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Slovenia,1996,42.2,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,Slovenia,1997,40.5,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,United Kingdom,1995,36.9,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,United Kingdom,1996,36.7,,
ESTAT:LFSA_EWHANA(1.0),15/02/23 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,From 15 to 64 years,Total,Hour,United Kingdom,1997,36.5,,
